"","X","paths","operations","pam_fit$clustering"
"606","fantasydata.net:cfb-v3-scores",11,11,13
"607","fantasydata.net:golf-v2",14,14,2
"608","fantasydata.net:mlb-v3-play-by-play",2,2,1
"609","fantasydata.net:mlb-v3-projections",4,4,15
"610","fantasydata.net:mlb-v3-projections-dfsr",2,2,1
"611","fantasydata.net:mlb-v3-rotoballer-articles",3,3,6
"612","fantasydata.net:mlb-v3-rotoballer-premium-news",3,3,6
"613","fantasydata.net:mlb-v3-scores",17,17,2
"614","fantasydata.net:mlb-v3-stats",32,32,4
"615","fantasydata.net:nascar-v2",6,6,14
"616","fantasydata.net:nba-v3-play-by-play",2,2,1
"617","fantasydata.net:nba-v3-projections",3,3,6
"618","fantasydata.net:nba-v3-rotoballer-articles",3,3,6
"619","fantasydata.net:nba-v3-rotoballer-premium-news",3,3,6
"620","fantasydata.net:nba-v3-scores",13,13,2
"621","fantasydata.net:nba-v3-stats",28,28,4
"622","fantasydata.net:nfl-v3-play-by-play",3,3,6
"623","fantasydata.net:nfl-v3-projections",10,10,13
"624","fantasydata.net:nfl-v3-projections-dfsr",2,2,1
"625","fantasydata.net:nfl-v3-rotoballer-articles",3,3,6
"626","fantasydata.net:nfl-v3-rotoballer-premium-news",4,4,15
"627","fantasydata.net:nfl-v3-scores",27,27,4
"628","fantasydata.net:nfl-v3-stats",68,68,3
"629","fantasydata.net:nhl-v3-play-by-play",2,2,1
"630","fantasydata.net:nhl-v3-projections",3,3,6
"631","fantasydata.net:nhl-v3-scores",17,17,2
"632","fantasydata.net:nhl-v3-stats",28,28,4
"633","fantasydata.net:soccer-v3-projections",3,3,6
"634","fantasydata.net:soccer-v3-scores",19,19,9
"635","fantasydata.net:soccer-v3-stats",29,29,4
"636","figshare.com",80,141,11
"637","firebrowse.org",30,30,4
"638","flat.io",38,60,3
"639","flickr.com",25,25,4
"640","formapi.io",5,7,5
"641","freesound.org",2,2,1
"642","funtranslations.com",36,36,12
"643","furkot.com",2,2,1
"644","geneea.com",7,12,13
"645","geodesystems.com",236,236,16
"646","getgo.com:gototraining",17,22,9
"647","getgo.com:gotowebinar",30,38,12
"648","getsandbox.com",5,9,5
"649","gettyimages.com",39,43,12
"650","giphy.com",10,10,13
"651","gisgraphy.com",6,6,14
"652","github.com",157,244,7
"653","gitlab.com",251,358,16
"654","googleapis.com:abusiveexperiencereport",2,4,15
"655","googleapis.com:acceleratedmobilepageurl",1,2,1
"656","googleapis.com:adexchangebuyer",28,66,3
"657","googleapis.com:adexchangebuyer2",25,58,3
"658","googleapis.com:adexchangeseller",14,28,4
"659","googleapis.com:adexperiencereport",2,4,15
"660","googleapis.com:admin",6,12,13
"661","googleapis.com:adsense",38,76,3
"662","googleapis.com:adsensehost",17,43,12
"663","googleapis.com:analytics",41,127,10
"664","googleapis.com:analyticsreporting",1,2,1
"665","googleapis.com:androiddeviceprovisioning",18,39,12
"666","googleapis.com:androidenterprise",49,132,10
"667","googleapis.com:androidmanagement",9,20,9
"668","googleapis.com:androidpublisher",30,85,3
"669","googleapis.com:appengine",22,60,3
"670","googleapis.com:appsactivity",1,2,1
"671","googleapis.com:appstate",3,8,5
"672","googleapis.com:bigquery",13,35,4
"673","googleapis.com:bigquerydatatransfer",8,19,9
"674","googleapis.com:blogger",24,57,3
"675","googleapis.com:books",49,100,10
"676","googleapis.com:calendar",22,59,3
"677","googleapis.com:chat",4,10,13
"678","googleapis.com:civicinfo",5,10,13
"679","googleapis.com:classroom",30,81,3
"680","googleapis.com:cloudbilling",9,21,9
"681","googleapis.com:cloudbuild",9,22,9
"682","googleapis.com:clouddebugger",7,15,2
"683","googleapis.com:clouderrorreporting",5,11,13
"684","googleapis.com:cloudfunctions",8,18,9
"685","googleapis.com:cloudiot",9,22,9
"686","googleapis.com:cloudkms",13,30,4
"687","googleapis.com:cloudmonitoring",5,11,13
"688","googleapis.com:cloudresourcemanager",19,43,12
"689","googleapis.com:cloudshell",2,5,17
"690","googleapis.com:cloudtasks",15,34,4
"691","googleapis.com:cloudtrace",2,4,15
"692","googleapis.com:clouduseraccounts",18,41,12
"693","googleapis.com:compute",214,535,16
"694","googleapis.com:consumersurveys",7,18,9
"695","googleapis.com:container",47,103,10
"696","googleapis.com:content",63,144,11
"697","googleapis.com:customsearch",2,4,15
"698","googleapis.com:dataflow",25,54,3
"699","googleapis.com:dataproc",9,24,9
"700","googleapis.com:datastore",12,25,4
"701","googleapis.com:deploymentmanager",14,32,4
"702","googleapis.com:dfareporting",117,321,7
"703","googleapis.com:digitalassetlinks",2,4,15
"704","googleapis.com:discovery",2,4,15
"705","googleapis.com:dlp",13,31,4
"706","googleapis.com:dns",10,25,9
"707","googleapis.com:doubleclickbidmanager",7,16,2
"708","googleapis.com:doubleclicksearch",8,18,9
"709","googleapis.com:drive",22,61,3
"710","googleapis.com:firebasedynamiclinks",4,8,5
"711","googleapis.com:firebaseremoteconfig",1,3,6
"712","googleapis.com:firebaserules",5,14,2
"713","googleapis.com:firestore",11,26,4
"714","googleapis.com:fitness",7,21,9
"715","googleapis.com:fusiontables",16,50,12
"716","googleapis.com:games",52,105,10
"717","googleapis.com:gamesConfiguration",5,18,9
"718","googleapis.com:gamesManagement",26,53,3
"719","googleapis.com:genomics",38,91,10
"720","googleapis.com:gmail",38,100,10
"721","googleapis.com:groupsmigration",1,2,1
"722","googleapis.com:groupssettings",1,4,15
"723","googleapis.com:iam",14,34,4
"724","googleapis.com:identitytoolkit",20,40,12
"725","googleapis.com:kgsearch",1,2,1
"726","googleapis.com:language",6,12,13
"727","googleapis.com:licensing",4,11,13
"728","googleapis.com:logging",11,32,4
"729","googleapis.com:manufacturers",2,6,14
"730","googleapis.com:mirror",12,36,12
"731","googleapis.com:ml",13,31,4
"732","googleapis.com:monitoring",15,39,12
"733","googleapis.com:oauth2",4,8,5
"734","googleapis.com:oslogin",3,8,5
"735","googleapis.com:pagespeedonline",1,2,1
"736","googleapis.com:partners",14,31,4
"737","googleapis.com:people",9,21,9
"738","googleapis.com:playcustomapp",1,2,1
"739","googleapis.com:playmoviespartner",6,12,13
"740","googleapis.com:plus",9,18,9
"741","googleapis.com:plusDomains",13,33,4
"742","googleapis.com:poly",4,8,5
"743","googleapis.com:prediction",6,14,2
"744","googleapis.com:proximitybeacon",14,31,4
"745","googleapis.com:pubsub",18,40,12
"746","googleapis.com:qpxExpress",1,2,1
"747","googleapis.com:replicapool",10,22,9
"748","googleapis.com:replicapoolupdater",9,19,9
"749","googleapis.com:reseller",14,31,4
"750","googleapis.com:resourceviews",9,20,9
"751","googleapis.com:runtimeconfig",2,5,17
"752","googleapis.com:safebrowsing",7,14,2
"753","googleapis.com:script",11,27,4
"754","googleapis.com:searchconsole",1,2,1
"755","googleapis.com:serviceconsumermanagement",6,14,2
"756","googleapis.com:servicecontrol",6,12,13
"757","googleapis.com:servicemanagement",17,38,12
"758","googleapis.com:serviceusage",6,12,13
"759","googleapis.com:serviceuser",4,8,5
"760","googleapis.com:sheets",16,33,4
"761","googleapis.com:siteVerification",3,10,13
"762","googleapis.com:slides",5,10,13
"763","googleapis.com:sourcerepo",6,13,13
"764","googleapis.com:spanner",20,46,12
"765","googleapis.com:spectrum",6,12,13
"766","googleapis.com:speech",3,6,14
"767","googleapis.com:sqladmin",26,67,3
"768","googleapis.com:storage",23,70,3
"769","googleapis.com:storagetransfer",7,17,2
"770","googleapis.com:streetviewpublish",8,17,2
"771","googleapis.com:surveys",7,18,9
"772","googleapis.com:tagmanager",24,74,3
"773","googleapis.com:taskqueue",4,12,13
"774","googleapis.com:tasks",6,20,9
"775","googleapis.com:testing",5,10,13
"776","googleapis.com:toolresults",17,41,12
"777","googleapis.com:tpu",11,24,9
"778","googleapis.com:tracing",4,8,5
"779","googleapis.com:translate",3,8,5
"780","googleapis.com:urlshortener",2,5,17
"781","googleapis.com:vault",11,29,4
"782","googleapis.com:videointelligence",1,2,1
"783","googleapis.com:vision",3,7,14
"784","googleapis.com:webfonts",1,2,1
"785","googleapis.com:webmasters",8,21,9
"786","googleapis.com:youtube",37,109,10
"787","googleapis.com:youtubeAnalytics",3,11,13
"788","googleapis.com:youtubereporting",6,14,2
"789","gov.bc.ca:bcdc",22,22,9
"790","gov.bc.ca:bcgnws",14,14,2
"791","gov.bc.ca:geocoder",16,16,2
"792","gov.bc.ca:geomark",7,7,5
"793","gov.bc.ca:gwells",7,13,13
"794","gov.bc.ca:jobposting",5,5,17
"795","gov.bc.ca:news",27,27,4
"796","gov.bc.ca:open511",4,4,15
"797","gov.bc.ca:router",6,12,13
"798","graphhopper.com",2,2,1
"799","greenpeace.org",6,6,14
"800","gsa.gov",5,5,17
"801","hackathonwatch.com",4,4,15
"802","haloapi.com:metadata",36,36,12
"803","haloapi.com:profile",3,3,6
"804","haloapi.com:stats",28,28,4
"805","haloapi.com:ugc",4,4,15
"806","healthcare.gov",16,16,2
"807","hetras-certification.net:booking",16,18,9
"808","hetras-certification.net:hotel",18,21,9
"809","hhs.gov",32,32,4
"810","highwaysengland.co.uk",10,10,13
"811","hillbillysoftware.com:shinobi",17,18,9
"812","hsbc.com",19,19,9
"813","icons8.com",7,7,5
"814","idtbeyond.com",15,15,2
"815","ijenko.net",43,99,10
"816","illumidesk.com",71,144,11
"817","import.io:data",2,2,1
"818","import.io:extraction",1,1,8
"819","import.io:rss",1,1,8
"820","import.io:run",2,2,1
"821","import.io:schedule",2,4,15
"822","inboxroute.com",5,8,5
"823","infermedica.com",16,16,2
"824","instagram.com",23,27,4
"825","instawell.com",8,8,5
"826","iqualify.com",52,64,3
"827","isbndb.com",7,7,5
"828","isendpro.com",12,14,2
"829","iva-api.com",116,116,7
"830","je-apis.com",65,70,10
"831","jirafe.com",6,6,14
"832","jumpseller.com",56,96,10
"833","just-eat.co.uk",12,12,13
"834","koomalooma.com",2,2,1
"835","kubernetes.io",488,1381,18
"836","landregistry.gov.uk:deed",2,2,1
"837","launchdarkly.com",22,41,12
"838","learnifier.com",24,34,12
"839","letmc.com:basic-tier",44,45,12
"840","letmc.com:customer",18,20,9
"841","letmc.com:diary",4,6,14
"842","letmc.com:free-tier",43,43,12
"843","letmc.com:maintenance",1,1,8
"844","letmc.com:reporting",1,1,8
"845","link.fish",6,6,14
"846","lotadata.com",4,4,15
"847","lufthansa.com:partner",16,16,2
"848","lufthansa.com:public",15,15,2
"849","lyft.com",15,16,2
"850","magento.com",277,355,16
"851","magick.nu",8,8,5
"852","mandrillapp.com",90,90,11
"853","mashape.com:geodb",17,17,2
"854","mcw.edu",56,56,3
"855","medium.com",5,5,17
"856","miataru.com",5,5,17
"857","microsoft.com:cognitiveservices-CustomSearch",1,1,8
"858","microsoft.com:cognitiveservices-EntitySearch",1,1,8
"859","microsoft.com:cognitiveservices-ImageSearch",3,3,6
"860","microsoft.com:cognitiveservices-NewsSearch",3,3,6
"861","microsoft.com:cognitiveservices-Prediction",4,4,15
"862","microsoft.com:cognitiveservices-SpellCheck",1,1,8
"863","microsoft.com:cognitiveservices-Training",23,34,12
"864","microsoft.com:cognitiveservices-VideoSearch",3,3,6
"865","microsoft.com:cognitiveservices-WebSearch",1,1,8
"866","moonmoonmoonmoon.com",2,2,1
"867","motaword.com",32,47,12
"868","mozilla.com:kinto",17,25,4
"869","nativeads.com",4,4,15
"870","naviplancentral.com:factfinder",73,129,11
"871","naviplancentral.com:plan",51,51,3
"872","nba.com",91,182,7
"873","neowsapp.com",5,5,17
"874","netatmo.net",20,20,9
"875","netlicensing.io",20,40,12
"876","netlify.com",47,94,10
"877","neutrinoapi.com",26,26,4
"878","nfusionsolutions.biz",14,14,2
"879","noosh.com",54,63,3
"880","npr.org",21,22,9
"881","nrel.gov:building-case-studies",2,2,1
"882","nrel.gov:transportation-incentives-laws",4,4,15
"883","nsidc.org",4,4,15
"884","nytimes.com:archive",1,1,8
"885","nytimes.com:article_search",1,1,8
"886","nytimes.com:books_api",6,12,13
"887","nytimes.com:community",4,8,5
"888","nytimes.com:geo_api",1,1,8
"889","nytimes.com:most_popular_api",3,6,14
"890","nytimes.com:movie_reviews",3,3,6
"891","nytimes.com:semantic_api",2,2,1
"892","nytimes.com:times_tags",1,1,8
"893","nytimes.com:timeswire",3,3,6
"894","nytimes.com:top_stories",1,1,8
"895","o2.cz:mobility",2,2,1
"896","o2.cz:sociodemo",3,3,6
"897","oceandrivers.com",10,10,13
"898","omdbapi.com",1,1,8
"899","openapi-converter.herokuapp.com",4,6,14
"900","openbanking.org.uk",6,12,13
"901","opencagedata.com",1,1,8
"902","opendatanetwork.com",9,9,5
"903","opendatasoft.com",34,34,12
"904","openfintech.io",18,18,9
"905","openstf.io",8,10,13
"906","opentargets.io",25,29,4
"907","orghunter.com",6,6,14
"908","osf.io",93,119,11
"909","osisoft.com",218,345,16
"910","owler.com",12,12,13
"911","oxforddictionaries.com",27,27,4
"912","paccurate.io",1,1,8
"913","pandorabots.com",7,13,13
"914","passwordutility.net",2,2,1
"915","patientview.org",14,15,2
"916","paylocity.com",14,19,9
"917","payments.service.gov.uk:payments",6,8,5
"918","payrun.io",211,269,16
"919","peel-ci.com",5,5,17
"920","personio.de:authentication",1,1,8
"921","personio.de:personnel",6,6,14
"922","phila.gov:pollingplaces",1,1,8
"923","polygon.io",10,10,13
"924","postmarkapp.com:account",13,22,9
"925","postmarkapp.com:server",42,50,3
"926","posty-api.herokuapp.com",13,28,4
"927","ptv.vic.gov.au",20,20,9
"928","qualpay.com",10,10,13
"929","quotes.rest",16,22,9
"930","rbaskets.in",4,9,5
"931","rebilly.com",81,199,11
"932","receptive.io",15,26,4
"933","refugerestrooms.org",4,4,15
"934","reverb.com",122,159,7
"935","ritc.io",36,66,3
"936","ritekit.com",14,14,2
"937","roaring.io",7,11,13
"938","rottentomatoes.com",18,18,9
"939","rummblelabs.com",11,15,2
"940","runscope.com",18,29,4
"941","salesloft.com",41,60,3
"942","schooldigger.com",6,6,14
"943","scrapewebsite.email",3,3,6
"944","selectpdf.com",1,1,8
"945","semantria.com",18,41,12
"946","sendgrid.com",144,304,7
"947","shipstation.com",47,51,3
"948","simplyrets.com",4,4,15
"949","slack.com",136,136,7
"950","slicebox.local",86,105,11
"951","slideroom.com",7,11,13
"952","smart-me.com",27,31,4
"953","solarvps.com",20,20,9
"954","spectrocoin.com",1,1,8
"955","spinbot.net",4,4,15
"956","spinitron.com",8,9,5
"957","spotify.com",27,37,12
"958","squareup.com",63,96,10
"959","stackexchange.com",124,124,7
"960","staging-ecotaco.com",23,27,4
"961","statsocial.com",9,17,2
"962","stoplight.io",5,9,5
"963","storecove.com",14,22,9
"964","stormglass.io",1,1,8
"965","stripe.com",116,197,7
"966","surrey.ca:open511",4,4,15
"967","surrey.ca:trafficloops",2,2,1
"968","swagger.io:generator",5,7,5
"969","swaggerhub.com",14,22,9
"970","synq.fm",7,7,5
"971","taggun.io",11,11,13
"972","taxamo.com",30,36,12
"973","taxrates.io",6,6,14
"974","tfl.gov.uk",85,85,11
"975","thenounproject.com",13,13,2
"976","thesmsworks.co.uk",14,27,4
"977","thetvdb.com",28,30,4
"978","traccar.org",34,57,3
"979","transavia.com",5,5,17
"980","trello.com",264,324,16
"981","turbinelabs.io",23,38,12
"982","tvmaze.com",14,35,4
"983","twilio.com",63,116,11
"984","twinehealth.com",42,57,3
"985","twitter.com",82,165,11
"986","tyk.com",13,18,9
"987","uebermaps.com",36,56,3
"988","vatapi.com",9,11,13
"989","versioneye.com",35,46,12
"990","vestorly.com",21,33,4
"991","victorops.com",40,59,3
"992","visagecloud.com",36,52,3
"993","vocadb.net",84,113,11
"994","voodoomfg.com",10,11,13
"995","waag.org",26,47,12
"996","walmart.com:inventory",2,2,1
"997","walmart.com:item",4,6,14
"998","walmart.com:order",7,7,5
"999","walmart.com:price",2,2,1
"1000","watchful.li",43,59,3
"1001","waterlinked.com",14,17,2
"1002","wavecell.com",4,4,15
"1003","wealthport.com",15,26,4
"1004","weatherbit.io",51,51,3
"1005","weber-gesamtausgabe.de",6,6,14
"1006","whapi.com:accounts",5,5,17
"1007","whapi.com:bets",6,6,14
"1008","whapi.com:locations",5,5,17
"1009","whapi.com:numbers",1,1,8
"1010","whapi.com:sessions",3,4,15
"1011","whapi.com:sportsdata",13,13,2
"1012","who-hosts-this.com",2,2,1
"1013","wikimedia.org",29,33,12
"1014","windows.net:batch-BatchService",52,75,10
"1015","windows.net:graphrbac",25,39,12
"1016","winning.email",3,3,6
"1017","winsms.co.za",9,9,5
"1018","wmata.com:bus-realtime",2,2,1
"1019","wmata.com:bus-route",12,12,13
"1020","wmata.com:incidents",6,6,14
"1021","wmata.com:rail-realtime",2,2,1
"1022","wmata.com:rail-station",16,16,2
"1023","wordassociations.net",1,2,1
"1024","wordnik.com",24,28,4
"1025","wowza.com",70,104,11
"1026","wso2apistore.com:transform",2,2,1
"1027","xero.com",87,219,7
"1028","xkcd.com",2,2,1
"1029","yunbi.com",21,22,9
"1030","zalando.com",20,20,9
"1031","zappiti.com",7,7,5
"1032","zoom.us",76,114,11
"1033","zoomconnect.com",29,49,12
"1034","zuora.com",247,336,16
