"","X","swagger","info","host","basePath","schemes","consumes","produces","paths","definitions","parameters","responses","securityDefinitions","security","tags","externalDocs","title","description","termsOfService","contact","license","version","pam_fit$clustering"
"227","azure.com:apimanagement-apimquotas",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"228","azure.com:apimanagement-apimreports",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"229","azure.com:apimanagement-apimsubscriptions",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"230","azure.com:apimanagement-apimtagresources",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"231","azure.com:apimanagement-apimtags",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"232","azure.com:apimanagement-apimtenant",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"233","azure.com:apimanagement-apimusers",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"234","azure.com:apimanagement-apimversionsets",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"235","azure.com:applicationinsights-aiOperations_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"236","azure.com:applicationinsights-componentAnnotations_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"237","azure.com:applicationinsights-componentApiKeys_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"238","azure.com:applicationinsights-componentContinuousExport_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"239","azure.com:applicationinsights-componentFeaturesAndPricing_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"240","azure.com:applicationinsights-componentProactiveDetection_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"241","azure.com:applicationinsights-componentWorkItemConfigs_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"242","azure.com:applicationinsights-components_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"243","azure.com:applicationinsights-favorites_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"244","azure.com:applicationinsights-webTestLocations_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"245","azure.com:applicationinsights-webTests_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"246","azure.com:authorization",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"247","azure.com:authorization-authorization-ClassicAdminCalls",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"248","azure.com:authorization-authorization-RACalls",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"249","azure.com:authorization-authorization-RoleBasedCalls",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"250","azure.com:automation-account",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"251","azure.com:automation-certificate",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"252","azure.com:automation-connection",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"253","azure.com:automation-connectionType",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"254","azure.com:automation-credential",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"255","azure.com:automation-dscCompilationJob",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"256","azure.com:automation-dscConfiguration",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"257","azure.com:automation-dscNode",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"258","azure.com:automation-dscNodeConfiguration",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"259","azure.com:automation-hybridRunbookWorkerGroup",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"260","azure.com:automation-job",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"261","azure.com:automation-jobSchedule",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"262","azure.com:automation-linkedWorkspace",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"263","azure.com:automation-module",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"264","azure.com:automation-runbook",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"265","azure.com:automation-schedule",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"266","azure.com:automation-softwareUpdateConfiguration",1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,3
"267","azure.com:automation-softwareUpdateConfigurationMachineRun",1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,3
"268","azure.com:automation-softwareUpdateConfigurationRun",1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,3
"269","azure.com:automation-sourceControl",1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,6
"270","azure.com:automation-sourceControlSyncJob",1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,6
"271","azure.com:automation-variable",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"272","azure.com:automation-webhook",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"273","azure.com:azsadmin-Alert",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"274","azure.com:azsadmin-CommerceAdmin",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"275","azure.com:azsadmin-EdgeGateway",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"276","azure.com:azsadmin-EdgeGatewayPool",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"277","azure.com:azsadmin-FabricLocation",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"278","azure.com:azsadmin-FileShare",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"279","azure.com:azsadmin-InfraRole",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"280","azure.com:azsadmin-InfraRoleInstance",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"281","azure.com:azsadmin-IpPool",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"282","azure.com:azsadmin-LogicalNetwork",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"283","azure.com:azsadmin-LogicalSubnet",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"284","azure.com:azsadmin-MacAddressPool",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"285","azure.com:azsadmin-Operations",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"286","azure.com:azsadmin-RegionHealth",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"287","azure.com:azsadmin-ResourceHealth",1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,7
"288","azure.com:azsadmin-ScaleUnit",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"289","azure.com:azsadmin-ScaleUnitNode",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"290","azure.com:azsadmin-ServiceHealth",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"291","azure.com:azsadmin-SlbMuxInstance",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"292","azure.com:azsadmin-StoragePool",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"293","azure.com:azsadmin-StorageSystem",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"294","azure.com:azsadmin-Volume",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"295","azure.com:azurestack-AzureStack",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"296","azure.com:azurestack-CustomerSubscription",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"297","azure.com:azurestack-Product",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"298","azure.com:azurestack-Registration",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"299","azure.com:batch-BatchManagement",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"300","azure.com:batchai-BatchAI",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"301","azure.com:billing",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"302","azure.com:cdn",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"303","azure.com:cognitiveservices",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,7
"304","azure.com:cognitiveservices-ComputerVision",1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,3
"305","azure.com:cognitiveservices-ContentModerator",1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,3
"306","azure.com:cognitiveservices-Face",1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,3
"307","azure.com:cognitiveservices-LUIS-Programmatic",1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"308","azure.com:cognitiveservices-LUIS-Runtime",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,3
"309","azure.com:cognitiveservices-TextAnalytics",1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3
"310","azure.com:commerce",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,6
"311","azure.com:compute",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"312","azure.com:compute-containerService",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"313","azure.com:compute-disk",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"314","azure.com:compute-runCommands",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"315","azure.com:compute-skus",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"316","azure.com:compute-swagger",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"317","azure.com:consumption",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"318","azure.com:containerinstance-containerInstance",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"319","azure.com:containerregistry",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"320","azure.com:containerservices-containerService",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"321","azure.com:containerservices-location",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"322","azure.com:containerservices-managedClusters",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"323","azure.com:cosmos-db",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"324","azure.com:customer-insights",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"325","azure.com:datacatalog",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,7
"326","azure.com:datafactory",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"327","azure.com:datalake-analytics-account",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"328","azure.com:datalake-analytics-catalog",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,7
"329","azure.com:datalake-analytics-job",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,7
"330","azure.com:datalake-store-account",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"331","azure.com:datalake-store-filesystem",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,7
"332","azure.com:datamigration",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"333","azure.com:deviceprovisioningservices-iotdps",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"334","azure.com:devtestlabs-DTL",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"335","azure.com:dns",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,7
"336","azure.com:domainservices",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,7
"337","azure.com:eventgrid-EventGrid",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,7
"338","azure.com:eventhub-EventHub",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"339","azure.com:hanaonazure",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,7
"340","azure.com:hdinsight-applications",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"341","azure.com:hdinsight-capabilities",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"342","azure.com:hdinsight-cluster",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"343","azure.com:hdinsight-configurations",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"344","azure.com:hdinsight-extensions",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"345","azure.com:hdinsight-operations",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"346","azure.com:hdinsight-scriptActions",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"347","azure.com:intune",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,7
"348","azure.com:iothub",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"349","azure.com:keyvault",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,7
"350","azure.com:keyvault-providers",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,7
"351","azure.com:keyvault-secrets",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,7
"352","azure.com:locationbasedservices",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"353","azure.com:logic",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"354","azure.com:machinelearning-commitmentPlans",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,7
"355","azure.com:machinelearning-webservices",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,7
"356","azure.com:machinelearning-workspaces",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"357","azure.com:machinelearningcompute-machineLearningCompute",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,7
"358","azure.com:machinelearningexperimentation-machineLearningExperimentation",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"359","azure.com:managementgroups-management",1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,7
"360","azure.com:managementpartner-ManagementPartner",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,7
"361","azure.com:marketplaceordering-Agreements",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"362","azure.com:mediaservices-media",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"363","azure.com:migrate",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,7
"364","azure.com:mobileengagement-mobile-engagement",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"365","azure.com:monitor-actionGroups_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"366","azure.com:monitor-activityLogAlerts_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"367","azure.com:monitor-activityLogs_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"368","azure.com:monitor-alertRulesIncidents_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"369","azure.com:monitor-alertRules_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"370","azure.com:monitor-autoscale_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"371","azure.com:monitor-baseline_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"372","azure.com:monitor-calculateBaseline_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"373","azure.com:monitor-diagnosticsSettingsCategories_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"374","azure.com:monitor-diagnosticsSettings_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"375","azure.com:monitor-eventCategories_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"376","azure.com:monitor-logProfiles_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"377","azure.com:monitor-metricDefinitions_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"378","azure.com:monitor-metrics_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"379","azure.com:monitor-operations_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"380","azure.com:monitor-serviceDiagnosticsSettings_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"381","azure.com:monitor-tenantActivityLogs_API",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"382","azure.com:msi-ManagedIdentity",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"383","azure.com:mysql",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"384","azure.com:network",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"385","azure.com:network-applicationGateway",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"386","azure.com:network-applicationSecurityGroup",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"387","azure.com:network-checkDnsAvailability",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"388","azure.com:network-endpointService",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"389","azure.com:network-expressRouteCircuit",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"390","azure.com:network-loadBalancer",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"391","azure.com:network-networkInterface",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"392","azure.com:network-networkSecurityGroup",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"393","azure.com:network-networkWatcher",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"394","azure.com:network-operation",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"395","azure.com:network-publicIpAddress",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"396","azure.com:network-routeFilter",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"397","azure.com:network-routeTable",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"398","azure.com:network-serviceCommunity",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"399","azure.com:network-usage",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"400","azure.com:network-virtualNetwork",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"401","azure.com:network-virtualNetworkGateway",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"402","azure.com:network-vmssNetworkInterface",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"403","azure.com:network-vmssPublicIpAddress",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"404","azure.com:notificationhubs",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"405","azure.com:operationalinsights-OperationalInsights",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"406","azure.com:operationsmanagement-OperationsManagement",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"407","azure.com:policyinsights-policyEvents",1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"408","azure.com:policyinsights-policyStates",1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"409","azure.com:postgresql",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"410","azure.com:powerbidedicated",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"411","azure.com:powerbiembedded",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,7
"412","azure.com:provisioningservices-iotdps",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"413","azure.com:recoveryservices-backup",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"414","azure.com:recoveryservices-registeredidentities",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"415","azure.com:recoveryservices-replicationusages",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"416","azure.com:recoveryservices-vaults",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"417","azure.com:recoveryservices-vaultusages",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"418","azure.com:recoveryservicesbackup",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"419","azure.com:recoveryservicesbackup-backupManagement",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"420","azure.com:recoveryservicesbackup-bms",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"421","azure.com:recoveryservicesbackup-jobs",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"422","azure.com:recoveryservicesbackup-operations",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"423","azure.com:recoveryservicesbackup-registeredIdentities",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"424","azure.com:recoveryservicessiterecovery-service",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,6
"425","azure.com:redis",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"426","azure.com:relay",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"427","azure.com:reservations",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,7
"428","azure.com:resourcehealth",1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"429","azure.com:resources",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"430","azure.com:resources-features",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"431","azure.com:resources-links",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"432","azure.com:resources-locks",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"433","azure.com:resources-managedapplications",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"434","azure.com:resources-management",1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,7
"435","azure.com:resources-policy",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"436","azure.com:resources-policyAssignments",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"437","azure.com:resources-policyDefinitions",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"438","azure.com:resources-policySetDefinitions",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"439","azure.com:resources-subscriptions",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"440","azure.com:scheduler",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,6
"441","azure.com:search",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"442","azure.com:search-searchindex",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,7
"443","azure.com:search-searchservice",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,7
"444","azure.com:servermanagement",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"445","azure.com:service-map-arm-service-map",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"446","azure.com:servicebus",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,7
"447","azure.com:servicefabric",1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1
"448","azure.com:sql-Databases",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,7
